die_id,uv_time,uv_intensity,pin_speed,pin_pressure,pin_height,head_vacuum,pin_vacuum,temperature,humidity,vacuum_status,runtime_hours,tape_type,die_thickness,pickup_success
D001789,4.8,1220.0,1.07,32.0,0.53,-66.3,-49.7,24.5,42.0,-96.9,6.3,0.0,131.0,1
D001790,4.4,1222.0,1.11,30.5,0.49,-64.9,-49.9,23.0,42.0,-96.0,13.2,1.0,121.0,0
D001791,4.9,1159.0,1.3,36.5,0.46,-67.0,,20.9,54.0,-93.6,,1.0,127.0,1
D001792,4.7,1158.0,1.1,26.0,0.51,-65.2,-48.7,24.9,47.0,-94.0,8.7,1.0,137.0,0
D001793,5.1,1186.0,1.1,32.0,0.48,-64.9,-49.8,24.1,50.0,-96.4,9.9,1.0,128.0,1
D001794,5.2,1145.0,1.13,31.0,0.41,-66.1,-50.1,23.5,41.0,-94.1,14.2,1.0,123.0,1
D001795,4.8,1002.0,1.27,24.0,,-66.7,-53.6,27.5,48.0,-93.0,19.1,0.0,105.0,0
D001796,5.5,1177.0,1.19,29.0,0.52,-66.5,-50.3,25.4,46.0,-95.6,9.0,1.0,117.0,1
D001797,4.4,1036.0,1.59,39.0,0.62,-69.9,-53.3,27.2,47.0,-98.7,9.3,1.0,134.0,1
D001798,5.0,1340.0,0.81,36.5,0.67,-62.5,-45.1,22.6,49.0,-92.7,12.2,1.0,122.0,0
D001799,4.7,1206.0,1.17,31.0,0.45,-65.4,,24.3,46.0,-95.1,,1.0,127.0,1
D001800,4.5,1198.0,1.17,28.5,0.55,-64.9,-48.8,23.8,44.0,-95.4,7.5,1.0,125.0,1
D001801,5.1,1202.0,1.18,27.0,0.55,-64.3,-52.2,23.9,45.0,-95.9,10.5,1.0,121.0,1
D001802,4.8,1068.0,1.0,29.0,0.45,-66.1,-49.3,23.5,47.0,-94.9,10.9,0.0,125.0,1
D001803,3.7,1162.0,1.14,25.0,0.46,-64.9,-49.5,22.5,44.0,-93.8,16.7,0.0,127.0,0
D001804,6.6,1177.0,0.81,37.5,0.65,-68.1,-52.7,20.4,34.0,-94.6,4.5,0.0,141.0,1
D001805,5.3,1173.0,1.14,29.5,0.46,-66.2,-49.5,24.3,47.0,-95.9,7.9,1.0,131.0,0
D001806,6.0,1078.0,1.4,24.5,0.64,-63.4,-49.2,27.2,42.0,-96.5,20.1,1.0,115.0,0
D001807,4.6,1271.0,1.26,21.5,0.41,-63.9,-45.1,29.6,55.0,-90.4,14.8,1.0,143.0,0
D001808,5.1,1166.0,1.18,30.0,0.51,-66.1,-49.5,21.7,47.0,-94.7,12.5,0.0,133.0,1
D001809,4.3,1141.0,1.19,31.0,0.5,-65.4,-49.2,,44.0,-94.2,7.7,1.0,124.0,0
D001810,4.5,1241.0,1.18,27.0,0.45,,-50.5,25.1,48.0,-96.5,9.3,1.0,128.0,1
D001811,4.8,1233.0,1.18,27.0,0.49,-65.5,-49.9,23.1,44.0,-93.8,10.3,1.0,126.0,1
D001812,5.1,1332.0,1.4,29.0,0.37,-66.8,-47.5,23.6,47.0,-90.6,17.4,0.0,139.0,1
D001813,4.4,1077.0,,24.5,0.47,-67.2,-45.9,21.1,32.0,-92.0,8.2,1.0,143.0,0
D001814,5.5,1203.0,1.09,27.5,0.45,-65.1,-50.7,23.6,46.0,-95.6,12.3,1.0,136.0,1
D001815,3.2,1326.0,0.83,24.5,0.36,-63.3,-47.8,22.2,55.0,-97.6,8.6,1.0,109.0,0
D001816,4.9,1132.0,1.09,31.5,0.47,-65.6,-49.8,23.7,37.0,-96.4,9.1,0.0,131.0,1
D001817,5.5,1227.0,1.13,29.5,0.51,-66.2,-48.8,23.5,43.0,-94.5,6.3,0.0,125.0,1
D001818,6.9,1147.0,1.37,30.5,0.6,-68.9,-52.2,27.9,57.0,-95.2,14.2,1.0,120.0,1
D001819,3.6,1233.0,1.37,23.0,0.5,-63.6,-52.8,21.7,60.0,-98.7,1.6,1.0,137.0,0
D001820,5.7,1359.0,1.35,30.5,0.55,-65.5,-48.5,25.9,,-97.3,4.3,1.0,112.0,1
D001821,3.3,1205.0,1.27,39.0,0.34,-66.9,-54.7,21.7,33.0,-95.1,12.3,0.0,139.0,0
D001822,3.4,1023.0,1.14,22.5,0.31,-62.4,-47.6,24.5,33.0,-98.9,6.8,1.0,121.0,0
D001823,4.5,1147.0,1.2,25.0,0.43,-66.6,-50.9,23.0,38.0,-95.9,9.0,1.0,131.0,0
D001824,4.1,1329.0,1.44,26.5,0.39,-61.0,-46.0,24.6,54.0,-97.9,3.7,1.0,104.0,0
D001825,5.0,1124.0,1.2,27.0,0.48,-65.8,-49.3,24.1,46.0,-96.1,11.6,1.0,127.0,0
D001826,5.0,1215.0,1.13,30.0,0.48,-64.3,-50.4,23.6,43.0,-96.1,11.7,0.0,125.0,1
D001827,3.6,1259.0,1.53,26.5,0.41,-67.3,-48.9,25.9,55.0,-91.0,22.4,0.0,144.0,0
D001828,5.0,1136.0,1.16,28.5,0.48,-65.2,,24.5,45.0,-95.8,4.0,1.0,,0
D001829,5.2,1194.0,1.08,28.0,0.48,-65.0,-51.3,23.0,43.0,-94.6,6.4,1.0,128.0,1
D001830,5.7,1153.0,1.06,28.5,0.47,-65.6,-50.2,24.3,44.0,-95.1,13.4,0.0,116.0,1
D001831,,1101.0,1.06,35.5,0.38,-61.6,-53.9,24.8,41.0,-99.5,11.3,1.0,118.0,1
D001832,6.3,1108.0,1.42,38.0,0.39,,-53.6,25.6,52.0,-90.3,9.0,1.0,113.0,1
D001833,6.1,1051.0,1.47,27.0,0.67,-69.9,-48.1,23.0,30.0,-90.9,13.6,0.0,124.0,0
D001834,4.3,1218.0,1.12,28.5,0.41,-64.9,-50.1,23.2,47.0,-95.6,8.6,,127.0,0
D001835,4.5,1160.0,0.97,24.5,0.46,-64.7,-50.7,23.3,,-94.5,11.6,0.0,128.0,0
D001836,4.4,1199.0,1.14,28.5,0.47,-65.4,-49.6,24.2,47.0,-95.7,10.7,1.0,134.0,1
D001837,5.9,1115.0,1.08,23.5,0.52,-69.5,-49.7,28.2,39.0,-93.4,3.0,1.0,140.0,1
D001838,5.8,1070.0,1.28,35.0,0.66,-62.7,-51.4,23.4,33.0,-97.3,21.6,1.0,110.0,0
D001839,6.4,1046.0,1.07,36.5,0.67,-65.9,-48.2,24.2,49.0,-96.9,21.7,1.0,133.0,0
D001840,4.7,1335.0,1.52,22.5,0.53,-68.9,-45.8,20.8,50.0,-97.4,13.7,1.0,120.0,0
D001841,3.6,1227.0,1.0,24.0,0.32,-68.5,-49.9,22.8,36.0,-95.7,10.8,1.0,146.0,0
D001842,5.6,1189.0,1.14,28.0,0.47,-66.4,-47.6,23.9,45.0,-95.8,8.0,1.0,129.0,1
D001843,4.1,1188.0,1.23,31.5,0.51,-66.6,-48.7,24.8,40.0,-96.6,13.0,1.0,128.0,1
D001844,4.1,1140.0,0.91,29.0,0.34,-67.3,-48.9,20.5,31.0,-91.2,23.7,1.0,121.0,0
D001845,4.3,1382.0,1.03,36.0,0.34,-60.7,-46.5,28.0,34.0,-91.3,10.7,0.0,110.0,0
D001846,3.0,1016.0,1.59,35.0,0.64,-64.6,-46.8,25.8,56.0,-91.0,7.3,1.0,128.0,0
D001847,4.6,1159.0,0.92,31.0,0.51,-65.6,-49.2,24.1,46.0,-97.8,5.8,1.0,135.0,1
D001848,4.5,1150.0,1.13,30.5,0.49,-65.0,-49.2,24.7,49.0,-94.9,7.7,0.0,123.0,1
D001849,5.3,1223.0,1.05,31.0,0.45,-65.5,-49.7,24.3,45.0,-94.8,7.2,,126.0,1
D001850,5.3,1204.0,,29.0,0.43,-67.5,-50.4,24.9,42.0,-94.9,10.4,1.0,109.0,1
D001851,5.0,1133.0,1.14,25.5,0.48,-66.5,-49.7,26.4,43.0,-94.7,3.8,1.0,136.0,1
D001852,4.9,1305.0,0.95,30.0,0.5,-65.8,-51.6,24.3,44.0,-94.7,5.7,1.0,127.0,1
D001853,6.7,1298.0,1.52,23.0,0.64,-65.2,-50.7,27.1,42.0,-99.0,7.9,0.0,120.0,0
D001854,4.2,1091.0,1.08,25.0,0.46,-66.2,-49.8,24.9,45.0,-94.9,8.1,1.0,128.0,1
D001855,6.0,1220.0,0.98,36.5,0.62,-64.6,-46.0,26.0,31.0,-94.6,21.2,1.0,108.0,1
D001856,4.8,1239.0,1.1,25.0,0.47,-65.7,-50.5,24.6,43.0,-95.4,10.1,0.0,129.0,1
D001857,5.0,1204.0,1.01,28.0,0.5,-65.0,-51.4,25.5,47.0,-96.8,8.2,1.0,135.0,1
D001858,5.1,1179.0,1.06,28.0,0.53,-65.5,-51.0,24.1,46.0,,10.3,0.0,139.0,1
D001859,4.4,1339.0,1.28,33.5,0.47,-62.1,-50.6,22.6,49.0,-95.4,23.0,0.0,117.0,0
D001860,4.4,1214.0,,20.0,0.33,-64.1,-51.0,23.5,57.0,-92.8,14.6,1.0,129.0,0
D001861,4.7,1223.0,1.47,28.0,0.37,-66.0,-54.8,28.6,55.0,-94.9,0.0,0.0,122.0,0
D001862,6.0,1268.0,,34.0,0.32,-69.3,-46.0,27.4,60.0,-92.1,9.0,1.0,128.0,0
D001863,4.5,1216.0,1.04,28.5,0.5,-65.8,-51.0,24.1,48.0,-95.7,8.3,1.0,130.0,0
D001864,,1199.0,1.15,28.0,0.49,-67.4,-48.8,24.6,45.0,-93.8,4.6,1.0,122.0,1
D001865,4.5,,1.06,,0.53,-64.5,-48.6,23.8,51.0,-96.3,7.8,0.0,131.0,1
D001866,5.7,1190.0,1.54,26.0,0.45,-70.0,-50.1,28.0,,-91.4,7.1,1.0,146.0,0
D001867,4.7,1181.0,1.09,29.0,0.53,-65.3,-51.6,22.1,44.0,-97.8,5.5,1.0,125.0,0
D001868,4.3,1206.0,1.01,31.5,0.52,-66.2,-51.3,25.1,,-96.3,10.5,0.0,121.0,1
D001869,5.8,1285.0,1.5,31.5,0.37,-69.6,-47.7,26.7,43.0,-98.5,2.6,1.0,123.0,1
D001870,4.7,1217.0,1.09,28.5,0.46,-66.1,-48.9,25.1,41.0,-96.6,9.0,1.0,142.0,1
D001871,4.0,1235.0,1.13,30.0,0.5,-65.3,-50.8,23.4,40.0,-94.7,10.8,1.0,122.0,1
D001872,5.3,1159.0,1.24,29.5,0.43,-64.4,-48.9,24.0,40.0,-95.2,8.0,0.0,133.0,1
D001873,4.8,1192.0,1.0,28.0,0.51,-66.6,-47.4,22.4,41.0,-95.6,7.7,0.0,130.0,1
D001874,,1204.0,1.06,30.5,0.51,-65.1,-48.4,23.9,45.0,-96.2,7.0,0.0,120.0,1
D001875,4.7,1176.0,1.07,28.0,0.48,-65.2,-51.3,24.0,44.0,-94.5,10.7,0.0,126.0,1
D001876,3.9,1168.0,1.17,28.0,0.4,-63.1,-48.1,25.0,48.0,-95.1,4.8,0.0,123.0,0
D001877,4.0,1168.0,1.12,31.0,0.48,-65.5,-50.0,22.6,44.0,-94.6,11.2,1.0,134.0,0
D001878,3.5,1210.0,1.02,24.5,0.59,-61.8,-46.9,21.5,33.0,-93.8,20.5,0.0,125.0,0
D001879,4.8,1166.0,1.05,29.0,0.41,-66.3,-48.2,25.6,45.0,-93.6,13.0,1.0,131.0,0
D001880,4.8,1206.0,1.14,26.5,0.48,-66.9,-50.2,25.6,47.0,-94.9,12.3,1.0,122.0,1
D001881,5.2,1165.0,0.99,31.0,0.54,-65.4,-51.2,23.2,43.0,-94.7,10.7,0.0,128.0,1
D001882,5.7,1209.0,1.07,31.0,0.45,-66.2,-51.2,24.3,46.0,-95.3,8.0,1.0,128.0,1
D001883,4.6,1152.0,1.03,28.0,0.46,-64.4,-49.7,27.1,51.0,-95.6,7.4,0.0,128.0,1
D001884,4.3,1165.0,1.14,31.5,0.5,-64.4,-51.4,23.8,45.0,-95.9,8.8,0.0,138.0,1
D001885,4.8,1207.0,1.24,27.5,0.47,-63.3,-50.4,25.2,47.0,-96.1,12.0,1.0,132.0,0
D001886,5.0,1136.0,1.1,30.0,0.45,-66.0,-49.9,24.9,42.0,-95.2,8.7,0.0,130.0,1
D001887,5.0,1198.0,1.25,29.0,0.54,-64.0,-48.7,25.8,47.0,-97.7,5.5,1.0,129.0,1
D001888,4.1,,1.11,30.0,0.51,-65.5,-51.1,23.9,47.0,-95.6,8.3,1.0,127.0,0
D001889,4.7,1215.0,1.15,29.5,0.52,-65.4,-51.3,23.2,38.0,-93.6,9.4,0.0,124.0,1
D001890,6.3,1339.0,1.1,32.0,0.57,-63.4,-52.0,28.4,51.0,-92.3,4.4,0.0,116.0,0
D001891,4.8,1195.0,1.17,31.0,0.51,-64.7,-49.8,25.2,42.0,-94.3,6.0,0.0,129.0,1
D001892,6.7,1256.0,1.45,29.5,0.32,-66.4,-51.0,25.3,56.0,-94.6,8.6,1.0,140.0,1
D001893,5.0,1226.0,1.08,30.0,0.48,-66.2,-49.9,24.3,48.0,-92.0,,1.0,134.0,1
D001894,5.3,1198.0,1.27,33.0,0.46,-66.2,-51.3,24.3,46.0,-95.5,7.2,1.0,128.0,1
D001895,6.8,1043.0,1.07,34.5,0.59,-61.4,-47.4,29.6,43.0,-95.4,10.5,0.0,105.0,0
D001896,5.4,,1.13,31.5,0.52,-66.8,-48.5,23.1,40.0,-95.8,3.4,0.0,122.0,1
D001897,4.3,1191.0,1.19,28.5,0.46,-66.4,-51.1,23.2,49.0,-96.2,7.8,1.0,136.0,1
D001898,4.6,1198.0,1.08,29.0,0.49,-65.2,-50.7,22.3,41.0,-96.9,8.2,0.0,128.0,1
D001899,4.5,1154.0,1.11,28.0,0.48,-64.3,-50.0,23.5,42.0,-95.9,9.4,1.0,124.0,1
D001900,5.3,1105.0,1.27,30.0,0.46,-65.5,-51.2,23.6,43.0,-95.5,12.8,1.0,133.0,1
D001901,4.9,1193.0,1.06,29.0,0.46,-65.0,-49.7,23.1,41.0,-96.5,7.0,0.0,132.0,1
D001902,4.7,1191.0,1.19,29.5,0.45,-65.6,-49.8,25.5,36.0,-96.2,7.0,0.0,125.0,1
D001903,3.3,1384.0,1.23,33.5,0.32,,-50.6,21.8,50.0,-97.0,18.8,1.0,141.0,0
D001904,5.0,1209.0,1.1,27.0,0.47,-66.3,-51.1,24.0,38.0,-96.4,7.3,1.0,125.0,1
D001905,5.4,1181.0,0.93,27.0,0.42,-63.9,-50.6,23.4,44.0,-94.8,8.8,1.0,128.0,1
D001906,4.7,1133.0,1.09,26.0,0.45,-64.2,-50.1,23.6,46.0,-95.5,7.6,0.0,135.0,1
D001907,4.3,1183.0,1.04,26.5,0.49,-65.9,-50.9,22.0,43.0,-95.1,8.7,0.0,135.0,1
D001908,4.1,1270.0,1.07,28.5,0.45,-65.4,-52.7,23.7,52.0,-95.3,11.5,1.0,122.0,1
D001909,4.0,1178.0,1.1,29.0,0.49,-66.3,-50.3,22.9,47.0,-94.6,10.0,1.0,121.0,0
D001910,3.2,1134.0,1.26,31.0,0.53,-61.4,-49.2,29.1,53.0,-93.0,21.1,0.0,122.0,0
D001911,4.7,1194.0,1.11,30.0,0.53,-66.2,-51.1,22.4,46.0,-95.9,5.0,1.0,131.0,1
D001912,4.1,1331.0,1.17,38.5,0.32,-60.1,-54.6,25.1,53.0,-96.4,5.4,1.0,141.0,0
D001913,5.2,1282.0,1.56,34.5,0.57,-68.5,-52.1,21.9,46.0,-98.7,19.8,,143.0,1
D001914,6.0,1192.0,1.47,25.5,0.45,-62.9,-47.2,30.0,38.0,-96.4,2.6,1.0,136.0,0
D001915,4.2,1210.0,1.24,26.5,0.44,-65.5,-50.5,25.4,40.0,-95.2,5.4,1.0,126.0,0
D001916,6.2,1391.0,1.23,33.5,0.43,-64.9,-52.9,20.8,57.0,-97.8,21.1,1.0,110.0,0
D001917,5.6,1192.0,1.41,32.0,0.38,-62.0,-52.0,26.5,50.0,-95.9,22.6,1.0,113.0,0
D001918,4.6,1172.0,1.12,30.5,0.53,-66.7,-49.6,22.2,45.0,-95.6,11.2,1.0,135.0,1
D001919,5.2,1187.0,1.11,30.0,,-66.6,-48.7,24.1,42.0,-94.3,11.2,0.0,128.0,1
D001920,5.1,1396.0,1.2,32.0,0.41,-65.0,-50.4,21.0,54.0,-97.9,21.2,0.0,129.0,0
D001921,4.2,1160.0,1.02,26.5,0.54,-67.1,-51.2,23.6,45.0,-98.1,7.6,0.0,128.0,1
D001922,5.2,1200.0,0.98,30.5,0.5,-66.7,-49.8,24.9,42.0,-95.9,9.6,0.0,120.0,1
D001923,4.7,1159.0,1.15,28.0,0.51,-66.0,-50.2,25.6,48.0,-95.9,11.1,0.0,128.0,1
D001924,6.8,1107.0,1.32,28.0,0.41,-68.1,-49.9,22.3,39.0,-94.0,0.4,1.0,108.0,1
D001925,3.1,1347.0,1.21,39.0,0.32,-65.1,-51.6,21.7,57.0,-95.3,7.5,0.0,107.0,0
D001926,4.7,1188.0,1.07,26.0,0.47,-65.1,-51.3,25.8,42.0,-93.2,5.1,1.0,119.0,1
D001927,4.0,1217.0,1.1,28.5,0.52,-64.8,-49.8,24.2,45.0,-93.5,9.2,1.0,120.0,0
D001928,6.3,1249.0,0.93,26.5,0.38,-63.1,-54.8,25.4,57.0,-96.1,22.3,0.0,145.0,1
D001929,6.9,1280.0,1.02,31.5,0.64,-61.1,-54.0,29.8,43.0,-91.6,15.9,0.0,130.0,0
D001930,4.4,1005.0,0.89,25.0,0.66,-62.5,-45.0,26.6,35.0,-92.5,15.0,0.0,,0
D001931,4.7,1184.0,1.19,32.0,0.49,-67.3,-51.7,22.5,48.0,-94.4,10.1,1.0,125.0,1
D001932,4.6,1172.0,1.14,37.0,0.49,-64.7,-50.4,25.5,47.0,-95.7,3.6,1.0,134.0,1
D001933,5.0,1239.0,1.24,30.0,0.51,-65.6,-48.8,24.4,,-94.7,,1.0,133.0,1
D001934,4.2,1146.0,1.09,29.0,0.53,-66.0,-49.0,23.7,45.0,-97.0,8.7,0.0,127.0,1
D001935,4.1,1181.0,1.09,30.5,0.52,-63.5,-50.5,23.3,46.0,-96.5,2.7,0.0,129.0,1
D001936,4.5,1206.0,1.12,31.0,0.44,-66.9,-49.0,23.3,43.0,-96.6,13.6,0.0,131.0,0
D001937,5.1,1221.0,1.17,26.0,0.49,-64.4,-48.7,25.5,43.0,-94.2,6.5,1.0,128.0,1
D001938,4.4,1172.0,0.99,27.0,0.6,-65.5,-52.1,22.5,42.0,-93.2,,0.0,125.0,1
D001939,4.7,1214.0,1.12,29.0,0.58,-66.1,-50.7,23.4,43.0,-95.8,6.8,0.0,129.0,1
D001940,4.6,1239.0,1.02,30.0,0.48,-65.7,-50.4,25.6,,-95.2,8.5,0.0,127.0,1
D001941,4.5,1024.0,0.8,21.5,0.59,-65.8,-54.0,29.7,51.0,-92.7,13.3,1.0,135.0,0
D001942,5.6,1180.0,1.06,31.5,0.5,-66.2,-50.6,23.7,42.0,-95.3,9.6,0.0,131.0,1
D001943,4.9,1143.0,1.14,27.5,0.49,-64.7,-50.2,25.3,46.0,-95.5,11.1,1.0,127.0,0
D001944,5.0,1155.0,1.11,31.0,0.51,-65.3,-50.9,23.6,44.0,-97.1,10.7,0.0,128.0,1
D001945,4.3,1076.0,1.07,31.0,0.66,-65.6,-48.1,26.9,43.0,-94.7,2.6,1.0,136.0,1
D001946,4.2,1195.0,1.14,31.5,0.52,-66.5,-50.4,24.6,46.0,-95.5,7.8,1.0,134.0,1
D001947,4.9,1089.0,1.0,29.0,0.44,-65.6,-49.1,21.8,47.0,-95.9,3.4,0.0,125.0,0
D001948,4.4,1371.0,0.81,36.5,0.44,-67.9,-53.4,26.5,57.0,-98.1,11.3,1.0,113.0,1
D001949,5.3,1095.0,1.0,26.0,0.47,-65.4,,24.4,44.0,-95.9,8.6,1.0,128.0,1
D001950,5.3,1159.0,1.29,28.0,0.48,-66.8,-49.8,24.1,50.0,-94.6,7.5,0.0,138.0,1
D001951,4.7,1227.0,0.98,31.5,0.45,-66.2,-49.3,23.7,41.0,-96.8,7.4,0.0,133.0,1
D001952,5.3,1179.0,1.07,28.5,0.5,-65.8,-49.6,20.7,39.0,-95.2,6.4,1.0,127.0,1
D001953,4.9,1197.0,1.2,28.5,0.51,-62.8,-50.3,24.8,44.0,-96.2,13.7,0.0,135.0,1
D001954,6.1,1212.0,1.31,30.5,0.37,-65.6,-49.7,24.2,40.0,-95.6,12.0,0.0,133.0,1
D001955,5.4,1164.0,1.35,26.5,0.53,-61.8,-46.0,29.4,55.0,-96.1,15.4,1.0,122.0,0
D001956,4.0,1168.0,1.19,29.0,0.42,-65.8,-50.3,24.0,42.0,-94.0,7.1,1.0,133.0,0
D001957,3.0,1306.0,1.34,39.0,0.51,-63.8,-50.2,26.8,51.0,-92.8,6.3,1.0,126.0,0
D001958,3.4,1058.0,1.44,39.5,0.57,-65.9,-50.9,27.0,42.0,-95.8,3.6,0.0,125.0,1
D001959,5.4,1163.0,1.07,28.0,0.48,-64.7,-49.8,24.9,47.0,-95.8,8.4,0.0,128.0,1
D001960,4.4,1116.0,1.08,26.0,0.5,-65.8,-50.5,24.3,48.0,-95.9,8.4,1.0,140.0,1
D001961,6.8,,1.29,22.5,0.68,-67.5,-50.8,27.5,37.0,-96.7,7.5,0.0,100.0,0
D001962,4.5,1159.0,1.12,27.5,0.45,-67.1,-48.9,22.8,47.0,-94.3,6.0,1.0,118.0,1
D001963,4.2,1198.0,1.18,29.0,0.51,-65.6,-48.5,24.9,37.0,-95.7,12.7,1.0,137.0,1
D001964,3.2,1236.0,1.04,29.5,0.48,-64.3,-51.4,24.9,50.0,-96.3,0.2,1.0,110.0,0
D001965,4.1,1237.0,1.13,28.5,0.57,-60.6,-50.3,23.6,44.0,-98.2,14.9,1.0,135.0,0
D001966,4.5,1132.0,1.1,37.5,0.47,-63.4,-47.1,29.5,54.0,-98.8,13.5,1.0,126.0,0
D001967,4.7,1159.0,1.22,28.0,0.39,-63.0,-48.9,24.4,46.0,-96.0,11.9,1.0,125.0,0
D001968,5.7,1398.0,1.02,26.0,0.34,-61.5,-46.8,29.4,40.0,-100.0,14.4,1.0,110.0,0
D001969,4.3,1213.0,1.09,31.0,0.45,-65.1,-48.7,21.4,43.0,-93.9,5.6,1.0,128.0,1
D001970,4.0,1095.0,1.3,28.0,0.42,-67.2,-46.4,28.8,48.0,-93.9,5.7,0.0,150.0,0
D001971,6.8,1177.0,1.1,24.0,0.59,-62.5,-54.5,20.9,53.0,-96.4,10.8,0.0,147.0,1
D001972,4.6,1167.0,1.1,26.5,0.46,-65.8,-50.4,25.1,44.0,-94.8,6.9,1.0,137.0,1
D001973,4.8,1105.0,0.91,28.0,0.44,-64.7,-50.0,23.7,46.0,-96.1,12.0,1.0,132.0,0
D001974,5.0,1145.0,1.1,28.5,0.45,-64.5,-51.2,22.2,43.0,-94.0,9.5,0.0,121.0,0
D001975,4.6,1240.0,1.14,27.5,0.49,-65.8,-49.1,23.1,44.0,-96.3,7.5,0.0,125.0,1
D001976,4.6,1232.0,1.07,29.0,0.43,-66.4,-54.1,29.7,37.0,-91.3,10.2,1.0,107.0,0
D001977,4.3,1196.0,1.1,30.0,0.48,-64.3,-49.6,24.1,42.0,-95.0,12.3,0.0,142.0,1
D001978,4.3,1208.0,1.16,28.0,0.53,-65.1,-49.1,24.2,47.0,-94.0,10.4,1.0,135.0,1
D001979,4.8,1200.0,1.03,31.5,0.55,-63.6,-49.6,23.7,43.0,-94.1,11.4,0.0,135.0,1
D001980,4.5,1148.0,1.01,31.0,0.55,-64.2,-49.4,24.1,40.0,-96.6,5.3,1.0,128.0,1
D001981,4.8,1231.0,1.01,28.0,0.54,-65.9,-51.0,23.7,41.0,-97.1,12.2,0.0,126.0,1
D001982,4.8,1334.0,0.99,38.0,0.6,-68.9,-51.9,21.3,45.0,-99.2,14.0,0.0,123.0,1
D001983,4.6,1153.0,1.01,31.5,0.54,-64.9,-49.8,,41.0,-95.6,9.0,0.0,131.0,1
D001984,5.3,1134.0,1.17,26.0,0.48,-65.9,-51.6,24.3,39.0,-96.1,10.5,0.0,132.0,1
D001985,4.3,1317.0,1.2,38.5,0.44,-62.7,-45.1,25.4,32.0,-98.6,14.8,1.0,140.0,1
D001986,5.1,1200.0,1.09,30.0,0.48,-65.5,-50.4,23.9,38.0,-96.5,8.2,1.0,116.0,1
D001987,4.3,1219.0,1.14,26.5,0.48,-64.0,-47.6,24.9,43.0,-94.4,10.8,1.0,128.0,1
D001988,4.7,1165.0,1.17,31.0,0.49,-65.8,-50.7,26.1,43.0,-95.4,11.5,0.0,119.0,0
D001989,5.2,1165.0,1.06,32.0,0.53,-65.7,-50.6,24.4,44.0,-94.2,3.4,0.0,122.0,1
D001990,5.0,1169.0,1.19,29.5,0.52,-65.1,-49.0,25.3,47.0,-94.8,13.8,1.0,130.0,0
D001991,6.6,1293.0,1.33,32.5,0.41,-61.0,-47.0,26.8,48.0,-96.3,0.9,1.0,,1
D001992,4.5,1238.0,1.18,28.0,0.5,-65.2,-50.0,25.4,41.0,-94.8,7.3,1.0,130.0,0
D001993,5.0,1173.0,0.87,29.0,0.48,-67.7,-50.7,23.3,47.0,-95.0,13.7,,122.0,1
D001994,4.3,1274.0,1.0,30.5,0.52,-63.2,-46.2,20.6,32.0,-96.9,3.3,0.0,147.0,1
D001995,4.7,1167.0,1.25,25.5,0.4,-65.4,-48.6,26.3,46.0,-95.3,11.8,1.0,139.0,0
D001996,6.7,1078.0,1.49,20.5,0.63,-64.8,-52.1,21.2,59.0,-98.3,5.3,1.0,130.0,1
D001997,5.1,1172.0,1.21,28.5,0.46,-65.7,-50.1,23.2,43.0,-95.5,,1.0,125.0,1
D001998,4.3,1168.0,1.07,32.0,0.47,-66.5,-50.0,23.1,41.0,-97.2,14.6,1.0,132.0,0
D001999,4.7,1369.0,1.15,24.0,0.41,-63.0,-45.9,21.8,46.0,-99.6,5.9,0.0,148.0,1
D002000,4.3,1106.0,1.21,28.5,0.59,-60.3,-45.1,29.8,55.0,-96.1,3.7,1.0,124.0,0
D002001,5.9,1052.0,1.59,33.5,0.41,-69.7,-45.6,22.2,35.0,-99.0,17.3,1.0,122.0,0
D002002,4.6,1215.0,1.04,26.0,0.45,-65.1,-48.3,24.6,45.0,-96.2,,0.0,123.0,1
D002003,4.4,1172.0,1.11,29.5,0.45,-64.0,-51.3,23.0,45.0,-93.8,8.7,1.0,137.0,1
D002004,4.7,1229.0,1.12,29.5,0.48,-66.5,-51.2,22.8,43.0,-95.5,9.0,0.0,126.0,1
D002005,7.0,1175.0,1.42,40.0,0.58,-68.2,-50.5,,49.0,-96.4,8.5,0.0,103.0,0
D002006,6.5,1165.0,1.01,32.0,0.5,-60.6,-50.7,26.3,54.0,-90.9,8.0,0.0,101.0,1
D002007,4.2,1217.0,1.05,27.0,0.5,-66.0,-49.9,24.7,40.0,-94.5,9.5,1.0,132.0,0
D002008,4.7,1201.0,1.07,30.0,0.46,-65.6,-50.9,24.0,45.0,-95.4,7.4,1.0,132.0,1
D002009,6.4,1008.0,0.85,21.5,0.61,-63.9,-54.5,22.4,38.0,-92.2,4.2,0.0,121.0,1
D002010,4.7,1147.0,1.13,29.0,0.5,-66.2,-49.2,22.5,43.0,-95.4,13.9,0.0,123.0,0
D002011,6.5,1312.0,1.24,21.0,0.38,-66.7,-51.1,27.8,59.0,-97.2,7.9,0.0,116.0,1
D002012,3.4,1331.0,1.39,34.5,0.53,-62.5,-49.7,27.4,48.0,-96.6,19.7,0.0,106.0,0
D002013,4.9,1134.0,1.19,26.0,0.5,-65.1,-48.9,22.8,41.0,-94.2,11.7,0.0,137.0,1
D002014,5.4,1132.0,1.03,31.0,0.46,-66.5,-49.8,26.1,46.0,-94.2,7.3,1.0,136.0,1
