die_id,uv_time,uv_intensity,pin_speed,pin_pressure,pin_height,head_vacuum,pin_vacuum,temperature,humidity,vacuum_status,runtime_hours,tape_type,die_thickness,pickup_success
D002431,3.6,1280.0,1.4,36.0,0.58,-60.3,-52.8,22.2,49.0,-99.4,17.8,0.0,149.0,0
D002432,4.5,1256.0,1.06,36.0,0.41,-69.1,-53.3,21.9,30.0,-99.8,5.7,0.0,103.0,1
D002433,4.7,1107.0,0.94,33.5,0.59,-66.1,-50.3,23.2,31.0,-93.0,9.0,1.0,147.0,1
D002434,5.7,1172.0,1.06,30.5,0.5,-65.1,-50.8,25.0,45.0,-96.6,10.8,1.0,118.0,1
D002435,4.0,1185.0,1.34,29.5,0.43,-66.3,-49.9,22.7,45.0,-94.1,9.6,0.0,131.0,1
D002436,5.0,1195.0,1.13,29.5,0.5,-67.1,-50.8,23.1,48.0,-95.3,10.7,0.0,128.0,1
D002437,5.3,1197.0,1.25,30.0,0.45,-66.2,-50.4,25.5,45.0,-95.9,6.1,1.0,128.0,1
D002438,6.7,1391.0,1.35,23.0,0.43,-62.2,-53.7,20.9,38.0,-95.1,0.1,0.0,105.0,1
D002439,5.0,1225.0,0.98,26.5,0.51,-64.4,-50.1,25.5,45.0,-96.1,6.4,0.0,121.0,1
D002440,4.7,1216.0,1.12,25.0,0.47,-65.2,-51.8,24.9,46.0,-97.6,6.4,0.0,129.0,1
D002441,6.4,1055.0,0.86,37.0,0.49,-64.8,-52.7,26.8,39.0,-92.7,1.5,0.0,128.0,1
D002442,4.2,1178.0,0.94,32.0,0.45,-66.0,-50.4,25.0,,-94.9,10.1,0.0,131.0,1
D002443,4.2,1083.0,1.09,29.0,0.56,-66.4,-50.0,22.8,44.0,-95.2,,1.0,132.0,0
D002444,5.0,1268.0,1.02,26.5,0.47,-65.4,-50.4,23.7,44.0,-95.2,10.5,1.0,124.0,1
D002445,4.7,1133.0,0.98,28.5,0.5,-65.0,-49.2,23.8,38.0,-95.3,9.2,0.0,114.0,1
D002446,5.0,1346.0,1.33,35.0,0.31,-69.4,-49.3,21.1,34.0,-99.4,7.4,1.0,113.0,0
D002447,5.0,1154.0,1.1,30.0,0.52,-65.3,-49.2,24.8,41.0,-95.1,12.3,1.0,130.0,1
D002448,5.0,1215.0,1.04,28.5,0.45,-63.6,-50.6,23.7,45.0,-96.0,10.8,1.0,128.0,1
D002449,5.0,1205.0,1.19,24.5,0.52,-66.2,-50.4,,46.0,-94.5,10.2,0.0,130.0,1
D002450,3.2,1053.0,1.49,20.5,0.59,-63.3,-45.7,25.0,43.0,-94.7,21.2,0.0,149.0,0
D002451,6.6,1213.0,1.39,38.0,0.48,-65.8,-53.5,23.6,33.0,-97.7,9.4,0.0,119.0,1
D002452,4.7,1200.0,1.26,26.5,0.48,-66.1,-48.8,24.9,44.0,-95.2,12.8,1.0,127.0,0
D002453,3.8,1117.0,0.83,31.0,0.65,-69.3,-46.7,28.1,37.0,-99.9,2.5,0.0,146.0,1
D002454,4.7,1208.0,1.11,29.0,0.57,-64.5,-49.7,23.1,45.0,-94.3,10.7,0.0,133.0,0
D002455,4.6,1123.0,1.01,28.0,0.48,-66.2,-51.2,23.8,46.0,-93.9,12.1,1.0,131.0,1
D002456,4.4,1133.0,1.15,30.5,0.49,-64.2,-48.8,24.6,41.0,-95.5,10.7,0.0,124.0,1
D002457,4.8,1216.0,1.04,29.5,0.49,-66.7,-49.7,24.1,42.0,-96.0,5.1,1.0,130.0,1
D002458,4.2,1119.0,1.09,29.0,0.48,-66.8,-49.0,22.9,45.0,-97.3,13.6,0.0,131.0,1
D002459,4.7,1212.0,0.92,25.5,0.5,-66.2,-50.8,23.7,43.0,-94.3,8.0,1.0,127.0,1
D002460,,1242.0,1.09,28.0,0.44,-66.6,-50.3,23.5,42.0,-95.9,11.3,1.0,137.0,1
D002461,5.3,1070.0,0.99,31.5,0.4,-61.4,-49.5,22.2,45.0,-92.2,12.5,1.0,101.0,0
D002462,4.9,1189.0,1.24,29.5,0.41,-66.8,-52.7,23.7,48.0,-96.5,11.1,0.0,131.0,1
D002463,3.7,1182.0,1.48,30.0,0.44,-61.7,-49.8,22.5,52.0,-99.7,0.8,0.0,119.0,0
D002464,4.6,1179.0,1.19,29.0,0.47,-66.3,-50.7,26.0,45.0,-95.7,9.8,0.0,124.0,1
D002465,5.0,1233.0,1.18,29.0,0.48,-65.2,-49.0,23.5,42.0,-95.2,12.9,1.0,132.0,1
D002466,6.8,1204.0,1.09,36.0,0.66,-60.0,-50.4,21.3,49.0,-96.9,18.6,0.0,111.0,0
D002467,5.3,1185.0,1.07,28.5,0.52,-64.2,-50.4,22.2,48.0,-95.2,5.0,0.0,132.0,1
D002468,5.9,1198.0,1.29,32.0,0.35,-66.1,-46.8,23.0,45.0,-98.9,7.8,1.0,122.0,1
D002469,5.2,1123.0,1.14,33.0,0.54,-65.7,-51.6,25.5,45.0,-94.7,11.9,1.0,119.0,1
D002470,5.1,1182.0,1.14,30.0,0.5,-65.2,-50.0,25.1,39.0,-95.5,9.2,0.0,143.0,1
D002471,4.3,1266.0,0.89,33.5,0.67,-66.5,-53.0,21.3,51.0,-99.4,16.7,0.0,115.0,0
D002472,3.0,1391.0,1.42,38.5,0.38,-66.7,-49.4,29.6,37.0,-92.8,12.9,0.0,110.0,0
D002473,4.8,1197.0,0.93,26.5,0.52,-63.8,-47.1,25.9,53.0,-92.3,6.2,1.0,106.0,0
D002474,4.6,1239.0,1.13,28.5,0.5,-66.7,-50.1,25.1,48.0,-93.7,6.6,1.0,125.0,1
D002475,5.1,1186.0,1.22,26.5,0.41,-67.1,-48.9,22.5,47.0,-95.8,12.2,1.0,127.0,0
D002476,4.6,1200.0,1.21,30.5,0.51,-68.4,-51.2,22.2,46.0,-94.8,8.1,1.0,133.0,1
D002477,5.0,1202.0,1.09,28.5,0.5,-66.2,-50.0,24.6,47.0,-94.6,7.3,1.0,134.0,1
D002478,7.0,1211.0,1.25,34.0,0.38,-64.1,-45.3,27.6,32.0,-93.8,7.4,0.0,148.0,1
D002479,4.4,1180.0,1.1,29.0,0.46,-64.9,-50.1,23.3,41.0,-94.2,5.7,0.0,124.0,1
D002480,4.8,1171.0,1.11,27.5,0.66,-66.0,-49.4,28.1,51.0,-90.3,,1.0,104.0,0
D002481,4.5,1187.0,1.23,32.0,0.45,-66.5,-48.9,25.1,44.0,-94.4,12.4,0.0,126.0,0
D002482,4.5,1190.0,1.08,32.5,0.43,,-49.9,24.5,45.0,-95.1,6.0,1.0,125.0,1
D002483,5.2,1146.0,1.19,29.5,0.54,-65.2,-50.0,24.2,37.0,-94.5,8.1,0.0,131.0,1
D002484,4.9,1265.0,1.03,27.5,0.46,-65.4,-48.4,23.8,46.0,-94.5,7.9,1.0,134.0,1
D002485,4.2,1062.0,0.82,23.5,0.54,-64.2,-54.3,24.3,,-94.1,22.6,1.0,114.0,0
D002486,4.6,1164.0,1.03,32.0,0.52,-64.5,-48.6,24.7,43.0,-94.7,12.8,1.0,122.0,1
D002487,3.9,1248.0,1.06,27.5,0.49,-65.8,-48.1,25.3,46.0,-97.1,12.1,0.0,132.0,1
D002488,4.2,1092.0,1.12,21.5,0.5,-65.4,-48.0,21.9,47.0,-90.7,14.8,1.0,137.0,0
D002489,4.1,1376.0,1.15,38.5,0.36,-64.0,-45.4,24.1,38.0,-90.0,13.1,1.0,131.0,0
D002490,5.0,1161.0,1.17,30.5,0.46,-66.0,-50.2,24.1,40.0,-97.0,10.8,1.0,128.0,1
D002491,3.7,1299.0,1.47,32.0,0.38,-62.8,-52.4,26.3,46.0,-96.8,12.9,0.0,135.0,0
D002492,5.5,1143.0,1.22,27.5,0.44,-62.7,-51.4,23.8,45.0,-97.8,4.7,1.0,135.0,1
D002493,4.7,1127.0,1.11,27.5,0.54,-66.6,-50.2,24.3,46.0,-93.1,10.2,0.0,134.0,0
D002494,5.5,1183.0,1.01,33.5,0.5,-66.2,-50.1,23.9,41.0,-96.2,7.8,1.0,129.0,1
D002495,6.3,1207.0,1.19,36.5,0.43,-62.2,-52.9,21.7,42.0,-91.0,3.7,0.0,107.0,1
D002496,5.5,1198.0,0.9,28.0,0.55,-64.7,-49.4,25.2,47.0,-95.7,7.8,1.0,134.0,1
D002497,5.0,,1.1,25.0,0.4,-65.7,-49.1,23.3,45.0,-96.4,8.3,1.0,134.0,1
D002498,6.5,1372.0,1.58,24.5,0.41,-65.2,-54.3,22.8,51.0,-95.0,22.5,0.0,122.0,0
D002499,4.4,1054.0,1.04,21.0,0.61,-61.0,-50.4,29.2,48.0,-99.2,19.9,0.0,112.0,0
D002500,4.6,1125.0,1.15,28.0,0.48,-65.4,-50.1,24.3,43.0,-95.7,11.5,0.0,130.0,1
D002501,4.6,1195.0,1.52,27.0,0.66,-68.2,-49.3,25.6,57.0,-99.2,11.1,1.0,121.0,0
D002502,4.8,1204.0,1.08,27.5,,-66.0,-50.9,23.3,48.0,-95.5,13.3,1.0,125.0,0
D002503,5.0,1363.0,1.04,24.5,0.56,-65.3,-50.4,22.0,51.0,,3.8,1.0,138.0,1
D002504,4.8,1185.0,1.07,27.0,0.48,-63.9,-49.4,23.9,44.0,-94.4,7.4,0.0,133.0,1
D002505,5.0,1166.0,1.16,25.0,0.5,-65.2,-50.7,25.0,45.0,-96.4,8.1,1.0,119.0,1
D002506,4.4,1150.0,1.0,28.0,0.41,-65.6,-51.2,22.6,39.0,-94.2,10.5,0.0,128.0,1
D002507,5.1,1198.0,1.28,26.5,0.46,-64.8,-49.7,21.9,47.0,-94.7,5.1,1.0,134.0,0
D002508,4.2,1360.0,0.95,22.0,0.63,-65.9,-52.1,29.1,39.0,-99.7,24.0,0.0,115.0,0
D002509,4.9,1174.0,0.98,26.5,0.5,-64.6,-48.9,24.8,46.0,-94.8,10.1,0.0,129.0,1
D002510,5.3,1176.0,0.99,28.0,0.5,-65.6,-49.8,23.5,46.0,-95.0,8.5,1.0,128.0,1
D002511,5.3,1189.0,1.0,28.5,0.51,-65.5,-49.2,24.2,46.0,-96.7,8.1,1.0,124.0,1
D002512,5.0,1091.0,0.91,26.0,0.53,-66.1,-49.1,24.5,41.0,-93.7,9.7,0.0,131.0,1
D002513,5.2,1197.0,1.23,30.0,0.48,-65.6,-51.0,20.3,44.0,-95.9,6.8,1.0,122.0,1
D002514,4.7,1186.0,1.16,27.5,0.42,-64.4,-51.8,23.4,43.0,-95.4,9.5,0.0,131.0,1
D002515,3.3,1058.0,0.83,21.0,0.7,-69.5,-47.9,30.0,55.0,-95.8,4.8,0.0,145.0,0
D002516,3.0,1148.0,0.98,36.0,0.43,-67.5,-48.8,28.3,47.0,-95.3,13.1,1.0,129.0,0
D002517,5.7,1392.0,1.41,32.0,0.59,-67.5,-53.7,21.9,36.0,-91.2,8.3,0.0,147.0,1
D002518,6.2,1196.0,1.18,34.5,0.68,-63.7,-54.6,21.6,51.0,-92.8,17.5,0.0,,0
D002519,4.5,1170.0,1.08,30.0,0.45,-64.4,-50.2,23.8,47.0,-96.0,7.6,1.0,128.0,0
D002520,5.0,1149.0,1.27,33.0,0.39,-69.5,,20.2,60.0,-99.3,20.5,1.0,143.0,0
D002521,4.8,1187.0,1.2,29.0,0.5,-64.6,-48.8,24.0,44.0,-96.1,9.3,1.0,120.0,0
D002522,4.7,1190.0,1.18,26.0,0.47,-67.3,-49.5,23.9,42.0,-95.1,7.6,,124.0,1
D002523,5.3,1163.0,1.1,32.5,0.51,-64.2,-48.7,24.2,44.0,-94.9,13.3,1.0,137.0,1
D002524,5.2,1153.0,0.99,33.0,0.46,-65.2,-50.2,24.9,47.0,-96.2,6.8,0.0,134.0,1
D002525,4.2,1018.0,1.02,35.0,0.55,-62.4,-50.6,20.0,53.0,-97.0,23.6,0.0,119.0,0
D002526,4.7,1179.0,1.11,27.5,0.56,,-51.4,22.8,45.0,-96.6,10.7,1.0,133.0,1
D002527,6.3,1252.0,1.28,24.5,0.49,-65.0,-51.7,28.3,34.0,-95.1,22.5,0.0,142.0,0
D002528,5.0,1144.0,1.16,29.0,0.5,-65.8,-51.1,24.5,47.0,-95.7,7.7,0.0,136.0,1
D002529,4.1,1174.0,1.15,27.0,0.51,-65.7,-50.5,23.9,39.0,-95.5,8.7,1.0,126.0,1
D002530,3.5,1094.0,1.45,36.5,0.53,-65.1,-47.3,23.0,58.0,-96.6,2.9,0.0,145.0,0
D002531,3.7,1085.0,1.37,20.5,0.41,-68.1,-54.3,28.4,,-95.4,14.7,1.0,139.0,0
D002532,4.2,1156.0,1.11,28.5,0.41,-64.5,-49.7,25.4,43.0,-95.2,4.7,1.0,129.0,0
D002533,5.1,1038.0,1.4,32.5,0.46,-60.3,-52.4,20.3,53.0,-94.6,6.1,1.0,131.0,0
D002534,4.9,1180.0,1.06,30.5,0.49,-65.5,-51.8,24.4,44.0,-95.2,9.4,1.0,130.0,1
D002535,5.0,1174.0,1.17,31.0,0.58,-65.4,-51.5,23.5,44.0,-95.8,9.2,1.0,120.0,1
D002536,4.2,1164.0,1.13,31.5,0.45,-64.8,-51.3,22.8,39.0,-94.5,9.9,1.0,133.0,0
D002537,5.5,1142.0,1.16,28.5,0.5,-65.0,-48.3,23.7,47.0,-96.0,12.0,1.0,126.0,1
D002538,4.5,1109.0,1.06,30.0,0.47,-65.0,-48.6,23.6,45.0,-96.3,8.5,0.0,121.0,1
D002539,6.5,1232.0,1.16,37.5,0.42,-67.9,-46.3,22.9,38.0,-92.4,6.9,1.0,126.0,1
D002540,5.3,1126.0,1.1,27.0,0.47,-66.3,-49.1,24.1,42.0,-96.9,9.4,1.0,125.0,1
D002541,5.6,1171.0,1.03,29.5,0.49,-63.2,-49.6,22.3,39.0,-95.1,4.3,1.0,129.0,1
D002542,5.7,1300.0,0.9,36.5,0.38,-60.2,-54.5,28.3,54.0,-96.4,19.1,0.0,123.0,0
D002543,4.4,1173.0,1.17,25.5,0.49,-64.9,-50.2,22.8,,-95.5,11.9,1.0,130.0,0
D002544,5.6,1101.0,1.49,35.5,0.45,-68.5,-53.4,27.8,43.0,-97.3,8.5,0.0,123.0,1
D002545,4.8,1173.0,1.11,25.0,0.59,-65.2,-50.4,23.0,44.0,-94.6,7.8,0.0,127.0,1
D002546,5.1,1151.0,1.01,33.0,0.46,-65.9,-45.6,24.9,35.0,-93.6,1.8,1.0,124.0,1
D002547,6.4,1078.0,1.23,37.5,0.35,-62.3,-45.6,29.4,47.0,-97.2,15.2,1.0,100.0,0
D002548,4.6,1164.0,1.12,30.5,0.49,-64.5,-51.3,24.7,47.0,-96.0,6.4,0.0,130.0,1
D002549,4.1,1210.0,1.08,31.0,0.41,-65.9,-50.2,25.3,44.0,-94.1,7.2,1.0,128.0,1
D002550,4.9,1156.0,1.16,31.0,0.47,-66.1,-49.8,24.4,42.0,-96.2,7.6,0.0,128.0,1
D002551,6.5,1098.0,1.37,24.0,0.62,-67.2,-50.2,29.1,32.0,-91.1,18.1,1.0,125.0,0
D002552,5.0,1113.0,0.96,27.5,0.44,-66.4,-49.9,23.7,46.0,-92.6,9.2,1.0,127.0,1
D002553,4.6,1238.0,1.04,34.0,0.38,-63.7,-54.2,23.1,48.0,-96.4,17.3,0.0,148.0,1
D002554,5.0,1202.0,1.12,30.0,0.48,-65.5,-50.6,25.6,43.0,-94.1,9.3,1.0,136.0,1
D002555,6.4,1113.0,1.5,29.5,0.48,-60.4,-46.8,29.1,51.0,-90.8,4.4,0.0,105.0,0
D002556,4.9,1179.0,1.15,27.5,0.48,-63.3,-49.5,24.9,45.0,-96.0,10.6,1.0,125.0,0
D002557,4.8,1136.0,1.09,28.0,0.49,-65.9,-50.3,22.5,48.0,-95.6,7.6,0.0,126.0,0
D002558,3.8,1282.0,1.1,28.5,0.42,-66.3,-48.9,29.8,34.0,-96.0,21.9,1.0,150.0,0
D002559,5.3,1272.0,0.93,33.5,0.53,-66.2,-54.2,20.0,51.0,-95.3,14.4,1.0,129.0,1
D002560,3.1,1154.0,1.37,20.5,0.66,-67.6,-52.7,24.7,37.0,-92.9,17.3,1.0,120.0,0
D002561,5.1,1213.0,1.19,27.5,0.46,-66.1,-50.8,24.8,45.0,-95.9,9.0,0.0,124.0,1
D002562,5.2,1138.0,1.03,25.5,0.52,-64.5,-49.9,,45.0,-95.7,6.2,0.0,134.0,1
D002563,5.1,1147.0,0.99,32.5,0.52,-65.9,-50.7,22.9,49.0,-95.3,11.5,0.0,133.0,1
D002564,3.6,1244.0,1.2,29.0,0.45,-62.6,-47.9,26.5,52.0,-91.8,9.7,0.0,133.0,0
D002565,4.9,1228.0,1.03,27.5,0.52,-65.9,-49.5,24.0,41.0,-96.5,8.0,1.0,127.0,1
D002566,3.7,1262.0,1.13,29.5,0.48,-63.6,-50.9,24.4,46.0,-96.6,9.1,1.0,126.0,0
D002567,6.8,1246.0,1.25,25.0,0.47,-63.4,-45.8,20.5,40.0,-90.3,3.1,1.0,104.0,0
D002568,3.8,1399.0,1.24,29.0,0.59,-67.2,-54.6,21.0,49.0,-96.0,10.5,0.0,116.0,0
D002569,5.2,1203.0,1.0,32.0,0.46,-64.7,-50.1,23.8,45.0,-93.6,8.2,1.0,123.0,1
D002570,6.5,1193.0,1.06,37.0,0.5,-60.0,-45.8,23.8,43.0,-92.5,1.9,1.0,128.0,1
D002571,5.6,1083.0,1.33,27.5,0.67,-60.6,-50.1,22.2,39.0,-97.9,16.4,1.0,142.0,0
D002572,4.8,1184.0,1.11,24.5,0.54,,-50.2,22.7,,-95.1,8.9,0.0,120.0,0
D002573,4.6,1210.0,1.2,28.5,0.41,-65.8,-49.9,24.2,42.0,-94.9,6.9,1.0,127.0,1
D002574,4.1,1116.0,1.0,29.0,0.47,-64.5,-50.3,24.2,45.0,-94.0,5.3,1.0,126.0,1
D002575,4.5,1206.0,1.06,28.5,0.48,-65.1,-50.8,22.0,45.0,-93.9,11.0,0.0,133.0,1
D002576,4.4,1184.0,1.13,27.5,0.45,-65.5,-48.8,24.5,46.0,-95.3,6.8,0.0,125.0,1
D002577,4.9,1225.0,1.1,34.5,0.6,-61.8,-49.8,22.7,55.0,-94.6,18.6,1.0,119.0,0
D002578,6.7,1212.0,1.32,30.5,0.39,-64.7,-53.3,29.5,33.0,-92.4,23.2,0.0,110.0,0
D002579,4.8,1195.0,1.1,27.5,0.45,-63.8,-49.5,25.0,46.0,-97.2,7.0,0.0,134.0,1
D002580,4.7,1198.0,1.13,26.5,0.45,-65.0,-49.6,23.2,38.0,-95.6,7.2,1.0,133.0,0
D002581,3.9,1046.0,1.52,36.5,0.39,-60.4,,26.1,50.0,-95.9,7.9,0.0,111.0,0
D002582,7.0,1005.0,0.91,31.0,0.32,-64.3,-45.1,25.3,39.0,-94.2,8.4,1.0,108.0,0
D002583,5.0,,1.11,31.0,0.46,-64.8,-50.3,22.6,44.0,-95.8,7.4,1.0,125.0,0
D002584,5.5,1177.0,1.05,31.5,0.46,-65.5,-48.9,24.2,46.0,-94.7,8.0,1.0,127.0,1
D002585,4.9,1117.0,1.16,31.5,0.47,-66.7,-50.3,24.3,40.0,-96.3,8.5,0.0,133.0,1
D002586,4.9,1153.0,1.16,29.5,0.47,-67.1,-51.6,24.0,48.0,-96.3,10.6,1.0,133.0,1
D002587,4.8,1167.0,,25.5,0.38,-65.8,-50.7,24.1,48.0,-95.9,8.1,1.0,127.0,1
D002588,4.1,1169.0,0.92,34.5,0.52,-64.3,-48.3,29.4,44.0,-92.5,21.9,0.0,143.0,0
D002589,5.2,1168.0,1.05,30.5,0.52,-67.4,-51.2,23.8,48.0,-95.0,11.2,0.0,130.0,1
D002590,4.8,1155.0,1.04,27.5,0.53,-64.6,-50.0,24.5,43.0,-95.6,11.6,0.0,130.0,1
D002591,4.7,1148.0,1.17,27.0,0.51,-66.3,-49.8,23.2,49.0,-95.3,10.8,1.0,128.0,0
D002592,5.2,1103.0,1.22,25.0,0.47,-65.5,-49.5,24.0,44.0,-96.1,14.1,0.0,135.0,1
D002593,4.4,1236.0,1.08,29.0,,-64.2,-49.5,24.3,48.0,-96.8,7.1,0.0,131.0,1
D002594,4.6,1290.0,1.1,33.0,0.49,-65.4,-49.9,23.7,39.0,-95.5,8.8,0.0,131.0,1
D002595,3.9,1288.0,1.34,22.0,0.51,-62.8,-49.7,27.4,54.0,-92.7,18.5,1.0,131.0,0
D002596,3.7,1229.0,1.12,31.0,0.5,-65.8,-50.4,22.2,47.0,-96.4,5.9,1.0,121.0,1
D002597,4.4,1261.0,1.45,32.5,0.4,-68.8,-45.6,21.6,32.0,-98.6,2.9,1.0,106.0,0
D002598,5.4,1126.0,1.08,32.0,0.42,-64.7,-48.1,25.0,48.0,-95.6,10.4,0.0,130.0,1
D002599,3.0,1170.0,1.36,33.5,0.46,-67.8,-54.8,21.8,49.0,-91.9,19.6,1.0,113.0,0
D002600,6.9,1169.0,1.21,40.0,0.67,-61.9,-51.0,24.9,48.0,-95.3,20.8,1.0,110.0,0
D002601,4.5,1126.0,1.26,31.5,0.5,-66.0,-51.4,22.3,43.0,-95.7,6.1,1.0,127.0,1
D002602,5.2,1129.0,1.18,30.0,0.48,-65.6,-51.3,22.8,42.0,,,1.0,130.0,1
D002603,4.3,1126.0,1.06,25.5,0.49,-66.4,-50.2,24.9,44.0,-95.6,6.9,1.0,120.0,0
D002604,4.2,1179.0,1.19,27.0,0.5,-64.4,-50.7,25.6,42.0,-93.9,10.8,1.0,126.0,0
D002605,4.7,1170.0,1.0,29.5,0.47,-65.1,-50.8,24.5,42.0,-94.0,7.6,1.0,130.0,1
D002606,4.6,1179.0,1.23,27.0,0.44,-66.2,-49.8,24.0,45.0,-96.4,10.7,0.0,125.0,0
D002607,4.5,1211.0,1.15,32.5,0.47,-64.6,-51.4,24.5,40.0,-96.1,,0.0,123.0,1
D002608,4.8,1206.0,1.26,28.0,0.46,-65.7,-50.8,22.7,43.0,-96.1,,0.0,130.0,1
D002609,5.1,1166.0,1.18,30.0,0.56,-66.3,-50.4,23.2,46.0,-92.8,10.7,1.0,126.0,1
D002610,5.4,1197.0,1.08,27.0,0.58,-65.1,-51.0,24.3,41.0,-95.2,11.3,1.0,123.0,1
D002611,3.9,1278.0,1.31,39.5,0.46,-67.4,-46.6,28.2,57.0,-94.2,13.6,1.0,140.0,0
D002612,5.2,1224.0,1.07,27.0,0.56,-65.5,-49.6,23.2,49.0,-94.9,8.3,1.0,124.0,0
D002613,6.4,1170.0,1.55,32.5,0.41,-69.2,-47.2,21.5,56.0,-94.0,5.8,1.0,119.0,1
D002614,5.5,1150.0,1.21,29.0,0.48,-64.2,-49.3,24.3,39.0,-95.8,7.6,0.0,139.0,1
D002615,4.6,1165.0,1.24,27.5,0.49,-65.0,-49.8,26.1,46.0,-96.0,10.6,0.0,121.0,1
D002616,6.4,1238.0,1.28,31.5,0.63,-67.2,-48.5,25.3,43.0,-96.4,11.9,0.0,135.0,1
D002617,4.7,1225.0,1.2,27.0,0.43,-63.6,-52.0,23.7,43.0,-94.5,4.8,1.0,132.0,1
D002618,4.5,1141.0,0.92,28.0,0.49,-64.8,-48.7,24.2,42.0,-94.8,10.4,1.0,132.0,1
D002619,5.0,1183.0,1.13,29.5,0.49,-65.6,-49.6,23.3,41.0,-95.3,5.5,1.0,129.0,1
D002620,5.4,1199.0,,28.5,0.48,-65.7,-49.1,24.8,43.0,-95.4,12.3,0.0,125.0,1
D002621,5.9,1142.0,1.34,37.5,0.66,-66.3,-54.8,20.0,,-90.3,22.9,0.0,126.0,0
D002622,5.1,,0.96,27.5,0.5,-65.3,-49.3,23.1,46.0,-97.3,11.8,1.0,126.0,1
D002623,3.9,1018.0,0.8,37.5,0.64,-65.1,-46.0,28.1,30.0,,0.3,1.0,110.0,1
D002624,5.3,1142.0,1.1,27.0,0.42,-64.6,-53.1,25.6,44.0,-96.3,5.0,1.0,137.0,1
D002625,4.2,1137.0,1.09,28.0,0.49,-64.7,-49.5,22.4,43.0,-95.7,7.8,0.0,121.0,1
D002626,4.5,1091.0,1.2,35.5,0.38,-66.1,-48.9,26.1,34.0,,12.4,1.0,101.0,0
D002627,4.3,1147.0,1.11,24.5,0.47,-65.5,-50.8,23.3,46.0,-93.7,9.0,0.0,129.0,1
D002628,4.5,1173.0,1.05,31.0,0.45,-66.3,-50.2,,49.0,-96.7,8.4,1.0,133.0,1
D002629,5.0,1257.0,1.18,28.5,0.49,-65.4,-50.2,24.4,42.0,-94.9,6.9,1.0,127.0,1
D002630,4.9,1196.0,1.1,27.0,0.46,-65.8,-53.3,23.3,40.0,-96.9,9.0,1.0,119.0,1
D002631,5.2,1208.0,1.11,33.0,0.5,-67.2,-49.1,23.7,47.0,-94.8,7.7,0.0,126.0,0
D002632,4.8,1191.0,0.84,26.5,0.49,-65.2,-49.6,23.4,44.0,-96.8,9.8,1.0,127.0,1
D002633,5.8,1109.0,0.81,34.0,,-65.9,-48.2,22.8,50.0,-99.7,17.7,1.0,137.0,1
D002634,3.2,1049.0,1.29,30.5,0.34,-69.5,-47.8,22.6,54.0,-99.6,0.1,0.0,126.0,1
D002635,3.8,1252.0,1.18,29.5,0.48,-65.0,-49.3,24.7,41.0,-95.6,7.0,1.0,127.0,1
D002636,4.9,1147.0,1.14,25.5,0.43,-68.1,-50.0,24.3,40.0,-94.0,10.0,1.0,125.0,1
D002637,4.9,1185.0,1.08,27.0,0.51,-64.4,-49.3,23.6,46.0,-95.3,11.0,0.0,127.0,1
D002638,5.4,1129.0,1.08,27.0,0.48,-66.5,-50.0,23.7,50.0,-95.3,12.9,1.0,133.0,1
D002639,4.5,1045.0,1.14,34.0,0.59,-68.8,-50.2,20.3,35.0,-93.4,23.5,1.0,107.0,0
D002640,5.0,1224.0,0.99,29.0,0.48,-67.5,-51.0,24.6,38.0,-96.8,8.1,1.0,136.0,1
D002641,3.7,1115.0,1.16,38.5,0.63,-62.7,-54.8,26.8,41.0,-90.2,1.3,0.0,148.0,1
D002642,4.8,1186.0,0.98,26.0,0.53,-63.7,-51.6,22.9,43.0,-94.4,8.8,1.0,128.0,1
D002643,6.3,1137.0,0.85,22.5,0.35,-67.8,-53.4,23.9,58.0,-95.3,13.9,0.0,150.0,1
D002644,5.3,1208.0,0.91,28.5,0.45,-65.2,-50.0,22.6,47.0,-96.7,11.0,0.0,125.0,1
D002645,5.2,1211.0,0.99,32.0,0.5,-64.9,-48.4,24.0,44.0,-96.2,7.4,1.0,133.0,1
D002646,6.3,1083.0,0.96,39.5,0.65,-64.2,-52.9,21.2,32.0,-90.3,21.4,0.0,130.0,0
D002647,5.2,1113.0,1.09,31.5,0.46,-64.7,-49.7,22.5,42.0,-98.1,6.2,1.0,127.0,1
D002648,5.0,1181.0,1.09,30.5,0.45,-66.3,-50.8,25.0,45.0,-94.3,14.2,1.0,133.0,1
D002649,5.1,1233.0,1.2,32.5,0.46,-65.3,-50.9,24.3,43.0,-96.7,10.7,1.0,124.0,1
D002650,6.8,1358.0,1.24,33.0,0.46,-69.6,-49.6,24.3,31.0,-91.7,,1.0,106.0,1
D002651,5.1,1212.0,1.17,27.0,0.53,-65.1,-48.0,25.5,44.0,-94.4,11.9,1.0,129.0,1
D002652,4.9,1154.0,1.21,26.5,0.51,-64.7,-51.8,24.5,40.0,-96.3,10.2,0.0,130.0,1
D002653,5.5,1202.0,1.04,26.5,0.55,-66.1,-50.5,22.9,42.0,-95.9,9.0,1.0,120.0,1
D002654,7.0,1216.0,1.23,32.5,0.47,-67.2,-49.9,21.7,46.0,-92.7,15.6,0.0,134.0,1
D002655,4.2,1332.0,1.0,33.0,0.6,-60.5,-54.6,23.4,,-97.6,23.6,1.0,116.0,0
D002656,5.1,1235.0,0.99,27.5,0.44,,-49.8,23.3,47.0,-95.7,9.3,1.0,142.0,1
