die_id,uv_time,uv_intensity,pin_speed,pin_pressure,pin_height,head_vacuum,pin_vacuum,temperature,humidity,vacuum_status,runtime_hours,tape_type,die_thickness,pickup_success
D001605,5.3,1224.0,1.08,27.0,0.5,-66.4,-51.2,21.9,41.0,-95.4,8.9,0.0,129.0,1
D001606,4.8,1155.0,1.18,27.5,0.5,-65.9,-51.5,25.4,43.0,-95.9,4.2,0.0,128.0,1
D001607,5.1,1146.0,1.09,29.5,0.5,-65.5,-50.0,22.3,43.0,-95.6,9.9,0.0,130.0,1
D001608,4.8,1187.0,1.15,30.5,0.45,-66.3,-50.1,23.8,47.0,-95.2,10.8,1.0,129.0,1
D001609,5.0,1168.0,1.13,27.0,0.5,-66.7,-50.9,23.8,38.0,-94.3,5.6,0.0,134.0,1
D001610,4.7,1180.0,1.01,25.0,0.51,-64.2,-49.7,25.3,43.0,-93.5,9.5,0.0,129.0,1
D001611,6.8,1221.0,1.06,27.0,0.37,-62.1,-47.9,20.7,44.0,-97.2,12.6,0.0,144.0,0
D001612,5.2,1172.0,1.05,31.5,0.43,-64.8,-51.2,23.7,48.0,-96.1,8.6,0.0,130.0,1
D001613,5.0,1165.0,1.15,25.5,0.52,-65.2,-50.8,24.1,45.0,-95.0,9.1,1.0,130.0,1
D001614,,1274.0,1.22,27.0,0.55,-65.4,-49.7,23.9,44.0,-95.2,6.0,1.0,127.0,0
D001615,5.4,1177.0,0.98,31.0,0.51,-64.5,-49.6,23.8,42.0,-94.1,6.7,0.0,128.0,1
D001616,4.6,1233.0,1.09,27.5,0.48,-65.9,-50.6,24.4,46.0,-94.5,10.8,1.0,125.0,1
D001617,5.8,1204.0,1.08,23.5,0.46,-69.7,-51.0,25.8,52.0,-90.3,22.3,1.0,116.0,1
D001618,4.9,1174.0,0.93,27.5,0.44,-66.2,-51.0,23.6,37.0,-94.4,9.5,0.0,130.0,1
D001619,5.2,1160.0,0.97,27.5,0.61,-60.7,-46.6,25.8,52.0,-94.5,1.7,0.0,108.0,0
D001620,4.6,1179.0,0.96,30.5,0.46,-64.7,-49.6,22.5,37.0,-95.5,7.6,1.0,136.0,1
D001621,4.4,1217.0,1.22,29.5,0.41,-66.8,-50.1,23.5,42.0,-95.6,12.7,0.0,127.0,0
D001622,4.4,1149.0,1.1,27.5,0.5,-65.8,-51.3,21.9,44.0,-95.9,7.8,1.0,124.0,0
D001623,4.4,1204.0,1.11,32.0,0.5,-64.0,-50.7,24.6,44.0,-96.0,4.7,0.0,121.0,1
D001624,4.5,1202.0,1.0,30.0,0.55,-65.6,-50.3,23.3,48.0,-95.3,4.7,1.0,134.0,0
D001625,4.7,1189.0,1.01,28.5,0.49,-64.5,-49.8,23.3,47.0,-95.0,10.4,1.0,121.0,0
D001626,5.3,1180.0,1.0,30.0,0.45,-66.8,-49.0,25.7,43.0,-96.5,7.8,0.0,121.0,1
D001627,4.9,1165.0,1.08,31.5,0.47,-64.8,-49.9,24.9,44.0,-95.5,10.0,1.0,125.0,1
D001628,3.5,1050.0,1.44,30.0,0.56,-67.7,-54.7,23.2,51.0,-92.7,19.0,1.0,118.0,0
D001629,4.7,1235.0,1.11,29.0,0.48,,-51.3,24.2,44.0,-95.0,9.1,1.0,133.0,1
D001630,5.3,1213.0,0.98,31.0,0.4,-64.6,,23.9,,-96.3,12.3,1.0,125.0,1
D001631,5.1,1165.0,1.33,38.5,0.67,-63.7,-55.0,25.1,51.0,-92.5,21.5,1.0,133.0,0
D001632,5.1,1207.0,1.02,28.5,0.45,-65.1,-50.8,23.6,45.0,-94.9,10.0,1.0,132.0,1
D001633,5.5,1136.0,1.22,31.5,0.44,-64.7,-49.9,22.7,44.0,-94.0,13.2,0.0,131.0,1
D001634,5.0,1207.0,1.08,28.0,0.42,-65.7,-49.8,22.3,39.0,-93.4,8.6,1.0,130.0,1
D001635,5.7,1019.0,1.56,33.5,0.3,-69.8,-55.0,24.2,35.0,-95.8,17.1,0.0,140.0,1
D001636,4.4,1194.0,0.99,26.5,0.45,-66.0,-51.1,23.8,45.0,-95.7,13.6,1.0,138.0,1
D001637,4.7,1210.0,1.06,27.0,0.49,-63.8,-49.9,,43.0,-93.7,9.9,1.0,121.0,0
D001638,4.7,1115.0,1.27,29.5,0.48,-65.1,-48.3,24.5,40.0,-97.1,5.7,0.0,125.0,1
D001639,4.0,1185.0,1.03,28.5,0.44,-65.8,-50.6,24.6,46.0,-95.9,7.3,1.0,135.0,0
D001640,5.0,1114.0,1.26,29.0,0.47,-67.9,-48.4,22.5,43.0,-95.5,7.7,1.0,134.0,1
D001641,4.7,1259.0,1.11,28.5,0.5,-65.9,-47.8,,40.0,-93.9,10.1,1.0,136.0,1
D001642,4.7,1188.0,1.07,28.5,0.47,-64.9,-51.0,23.9,50.0,-95.6,8.5,1.0,119.0,1
D001643,6.6,1058.0,1.16,28.5,0.56,-61.2,-53.1,26.3,49.0,-95.5,6.6,1.0,121.0,1
D001644,5.8,1216.0,1.46,23.5,0.38,-61.6,-48.2,,31.0,-93.0,23.0,1.0,112.0,0
D001645,5.2,1026.0,1.6,26.5,0.45,-63.3,-50.6,24.0,37.0,-93.7,13.2,1.0,126.0,0
D001646,4.5,1190.0,1.14,30.5,0.51,-66.7,-50.8,23.3,,-96.0,9.2,1.0,126.0,0
D001647,5.2,1015.0,1.09,28.5,0.46,-70.0,-54.5,27.1,56.0,-93.2,10.7,1.0,125.0,1
D001648,4.5,1043.0,1.43,21.5,0.44,-68.9,-51.7,29.6,52.0,-96.1,0.2,1.0,129.0,0
D001649,4.5,1137.0,1.23,30.0,0.44,-67.0,-50.1,25.5,42.0,-96.0,7.1,1.0,132.0,0
D001650,5.3,1196.0,1.25,28.5,0.44,-65.3,-49.6,23.4,37.0,-94.6,9.1,1.0,123.0,1
D001651,5.2,1207.0,1.12,27.5,0.42,-67.9,-51.6,23.9,49.0,-96.5,5.3,0.0,129.0,1
D001652,5.6,1074.0,1.59,23.5,0.59,-64.3,-45.3,20.2,60.0,-96.8,17.8,1.0,138.0,0
D001653,4.2,1367.0,0.88,27.5,0.37,-68.1,-45.1,28.7,56.0,-93.7,14.1,1.0,117.0,0
D001654,5.0,1201.0,1.09,30.5,0.49,-66.3,-51.1,24.3,42.0,-95.6,8.3,0.0,121.0,1
D001655,4.6,1132.0,1.06,29.5,0.51,-65.4,-50.1,23.0,38.0,-97.5,9.2,1.0,122.0,1
D001656,4.5,1167.0,1.08,31.5,0.47,-62.1,-50.2,23.9,46.0,-96.6,6.6,0.0,127.0,1
D001657,6.8,1279.0,1.56,25.5,0.42,-63.1,-45.3,28.6,58.0,-98.8,12.1,0.0,115.0,0
D001658,4.8,1219.0,1.0,31.5,0.54,-64.8,-50.1,24.0,42.0,-95.1,8.3,0.0,126.0,1
D001659,5.4,1264.0,1.15,29.0,0.49,-65.6,-48.8,23.1,45.0,-96.0,9.3,0.0,130.0,1
D001660,4.4,1027.0,0.96,30.0,0.34,-69.4,-48.0,22.3,57.0,-98.7,16.0,1.0,129.0,0
D001661,4.9,1317.0,1.6,34.5,0.68,-66.8,-54.2,25.4,31.0,-91.8,12.2,1.0,124.0,1
D001662,3.9,1123.0,1.14,32.0,0.35,-69.9,-53.9,23.0,41.0,-99.4,0.9,1.0,146.0,1
D001663,4.9,1212.0,1.07,28.5,0.48,-65.2,-51.0,21.9,47.0,-96.4,6.8,0.0,127.0,1
D001664,,1174.0,1.04,28.5,0.54,-66.4,-47.7,24.3,41.0,-94.8,8.8,1.0,128.0,1
D001665,4.2,1142.0,1.09,24.5,0.47,-65.2,-49.9,24.9,47.0,-97.2,14.8,0.0,134.0,0
D001666,4.1,1134.0,1.07,28.5,0.51,-65.1,-50.7,23.0,47.0,-93.6,11.8,0.0,133.0,1
D001667,3.5,1341.0,1.1,37.5,0.39,-61.8,-48.5,22.0,60.0,-91.3,7.1,0.0,133.0,1
D001668,4.8,1221.0,1.01,30.5,0.42,-67.5,-49.5,23.1,40.0,-94.1,9.7,0.0,125.0,1
D001669,4.8,1236.0,1.18,25.5,,-64.4,-49.0,24.8,48.0,-94.6,8.2,1.0,130.0,0
D001670,4.7,1197.0,1.28,30.0,0.56,-66.3,-51.7,23.5,44.0,-96.0,12.9,1.0,119.0,1
D001671,4.7,1192.0,1.11,30.5,0.47,-63.4,-50.1,24.3,47.0,-94.8,12.2,0.0,127.0,1
D001672,3.2,1002.0,0.9,29.0,0.69,-69.1,-53.0,28.5,37.0,-90.9,6.5,1.0,136.0,0
D001673,5.0,1194.0,1.03,29.5,0.52,-69.1,-50.2,24.0,42.0,-95.8,8.7,1.0,129.0,1
D001674,3.5,1127.0,1.2,20.5,0.68,-66.8,-52.2,21.3,54.0,-90.2,5.9,1.0,118.0,0
D001675,5.5,1154.0,1.1,26.5,0.49,-63.9,-50.6,24.9,44.0,-96.3,10.5,1.0,121.0,1
D001676,4.8,,,23.5,0.67,-61.9,-47.2,21.4,34.0,-94.3,5.9,0.0,142.0,0
D001677,4.9,1259.0,0.95,31.0,0.6,-68.9,-54.5,21.8,54.0,-93.1,10.3,0.0,145.0,1
D001678,5.0,1161.0,1.15,30.0,0.47,-68.4,-48.7,23.1,45.0,-95.7,4.8,0.0,127.0,1
D001679,5.1,1227.0,1.03,29.0,0.46,-66.2,-49.8,23.2,43.0,-97.2,11.1,0.0,129.0,1
D001680,5.5,1308.0,1.5,22.0,0.39,-62.9,-54.7,24.6,53.0,-98.6,4.7,0.0,133.0,1
D001681,5.3,1232.0,1.17,27.5,0.45,-63.6,-51.2,23.3,45.0,-95.4,10.9,1.0,132.0,1
D001682,6.6,1343.0,1.59,32.5,0.56,-61.6,-50.2,27.3,49.0,-95.0,11.2,0.0,113.0,0
D001683,5.5,1086.0,0.81,33.5,0.61,-60.6,-45.9,20.7,35.0,-99.7,12.2,1.0,136.0,1
D001684,4.6,1158.0,1.28,29.0,0.51,-65.6,-50.9,24.1,43.0,-97.4,6.0,0.0,125.0,1
D001685,5.1,1210.0,1.1,26.5,0.5,-65.4,-48.1,23.2,41.0,-96.8,12.5,1.0,132.0,1
D001686,4.8,1116.0,0.99,27.5,0.44,-66.5,-49.5,24.6,44.0,-94.6,10.6,0.0,133.0,1
D001687,5.3,1208.0,1.05,22.0,0.67,-69.1,-50.4,26.1,46.0,-99.0,1.7,1.0,123.0,1
D001688,6.3,1153.0,0.97,28.5,0.34,-66.4,-51.4,25.9,35.0,-99.4,2.1,1.0,114.0,1
D001689,4.1,1097.0,1.6,23.5,0.45,-66.4,-53.0,21.3,40.0,-96.1,1.3,1.0,130.0,1
D001690,5.0,1170.0,1.15,30.0,0.51,-65.7,-51.2,23.9,48.0,-96.5,11.2,1.0,123.0,1
D001691,6.2,1087.0,0.9,27.0,0.67,-67.7,-52.5,22.8,37.0,-94.3,12.0,0.0,105.0,1
D001692,4.4,1272.0,1.3,31.0,0.68,-66.0,-54.6,26.5,46.0,-93.6,20.6,1.0,131.0,0
D001693,5.4,1165.0,1.11,27.5,0.52,-64.3,-51.7,23.4,,-96.3,7.7,0.0,123.0,1
D001694,4.3,1149.0,1.12,26.5,0.43,-64.2,-50.4,23.8,51.0,-93.2,7.3,0.0,139.0,1
D001695,3.0,1216.0,0.9,23.5,0.57,-65.7,-46.2,25.8,55.0,-91.0,13.6,1.0,139.0,0
D001696,4.0,1281.0,1.31,33.0,0.47,-63.4,-49.7,28.1,32.0,-93.2,19.0,1.0,143.0,0
D001697,3.6,1043.0,1.54,37.0,0.64,-67.2,-49.9,23.4,42.0,-98.9,4.0,0.0,113.0,0
D001698,4.8,1175.0,0.99,32.0,0.53,-66.6,-51.1,24.4,45.0,-95.4,12.4,1.0,131.0,1
D001699,4.4,1183.0,1.0,29.5,0.48,-65.5,-49.5,24.5,44.0,-92.9,9.2,0.0,130.0,1
D001700,5.0,1318.0,1.09,32.0,0.34,-61.3,-52.7,23.4,43.0,-96.8,1.2,1.0,139.0,1
D001701,4.1,1103.0,1.56,37.0,0.47,-66.1,-54.7,22.9,35.0,-98.5,17.1,1.0,103.0,0
D001702,4.3,1200.0,1.09,24.5,0.43,-65.4,-52.2,24.7,49.0,-94.7,12.1,1.0,126.0,0
D001703,3.9,1276.0,1.15,24.5,0.56,-62.8,-49.2,26.5,48.0,-99.6,15.3,1.0,133.0,0
D001704,4.4,1170.0,1.15,27.0,0.43,-64.8,-50.8,25.7,44.0,-97.7,5.9,1.0,122.0,0
D001705,4.5,1225.0,1.05,27.5,0.54,-64.1,,23.7,34.0,-93.4,10.5,1.0,132.0,1
D001706,4.6,1184.0,1.15,30.0,0.48,-65.5,-48.9,23.9,46.0,-97.7,8.0,1.0,127.0,0
D001707,4.3,1181.0,1.28,27.5,0.51,-64.6,-50.1,22.2,46.0,-95.3,7.9,1.0,128.0,0
D001708,3.9,1164.0,1.15,28.0,0.6,-61.9,-49.1,27.3,48.0,-97.4,3.4,1.0,108.0,0
D001709,5.0,1171.0,1.15,28.5,0.43,-65.4,-51.8,22.2,48.0,-95.9,4.5,1.0,125.0,1
D001710,5.2,1214.0,1.09,26.0,0.47,-64.3,-50.2,22.4,49.0,-95.5,9.6,1.0,131.0,0
D001711,5.7,1145.0,0.88,34.0,0.44,-68.9,-51.1,28.3,37.0,-98.7,8.5,1.0,103.0,1
D001712,4.6,1236.0,1.23,28.0,0.46,-66.3,-50.5,23.0,46.0,-96.0,3.1,1.0,133.0,1
D001713,5.1,1203.0,1.01,33.5,0.47,-64.0,-48.3,23.7,42.0,-96.7,10.5,1.0,131.0,0
D001714,5.0,1194.0,1.04,28.5,0.42,-67.1,-51.4,23.5,45.0,-96.3,11.7,1.0,130.0,1
D001715,5.2,1163.0,0.96,24.5,,-63.6,-49.8,23.4,41.0,-96.5,12.2,0.0,132.0,1
D001716,4.7,1199.0,1.08,27.5,0.49,-65.5,-50.2,24.5,42.0,-96.0,9.5,1.0,119.0,1
D001717,4.7,1220.0,0.95,29.5,0.5,-62.7,-51.1,22.9,42.0,-95.6,1.9,1.0,135.0,1
D001718,4.7,1261.0,0.98,28.0,0.55,-65.3,-51.9,25.3,41.0,-94.3,8.0,0.0,122.0,1
D001719,4.9,1093.0,1.15,36.5,0.34,-68.0,-54.1,,31.0,-97.7,19.2,1.0,143.0,1
D001720,5.1,1359.0,1.31,32.5,0.51,-63.7,-48.0,21.0,55.0,-97.2,18.6,0.0,121.0,0
D001721,4.4,1179.0,1.25,31.0,0.53,-65.9,-50.6,23.8,45.0,-94.6,,0.0,138.0,1
D001722,6.5,1233.0,1.37,20.5,0.49,-60.3,-48.9,23.5,49.0,-99.9,,0.0,101.0,0
D001723,6.9,1263.0,1.48,26.0,0.61,-61.9,-48.3,27.6,53.0,-98.9,9.9,1.0,149.0,0
D001724,6.4,1102.0,1.43,28.5,0.66,-61.2,-46.2,25.6,50.0,-93.6,17.6,1.0,115.0,0
D001725,4.6,1210.0,1.01,33.0,0.47,-66.6,-49.4,24.5,48.0,-95.6,10.5,0.0,132.0,1
D001726,5.0,1175.0,0.98,27.0,0.49,-64.2,-49.7,23.1,37.0,-95.0,11.9,0.0,126.0,0
D001727,5.3,1181.0,0.85,,0.49,-68.2,-46.6,25.1,46.0,-95.3,22.7,1.0,124.0,1
D001728,4.2,1159.0,1.2,26.5,0.49,-64.9,-49.5,23.4,47.0,-95.9,11.0,1.0,130.0,0
D001729,5.7,1244.0,1.05,30.0,0.44,-63.8,-49.0,22.9,48.0,-96.3,10.4,1.0,127.0,1
D001730,5.1,1173.0,1.18,28.0,0.5,-66.5,-50.4,23.2,43.0,-95.3,5.6,1.0,136.0,1
D001731,4.3,1324.0,1.27,33.0,0.63,-68.7,-48.4,26.5,31.0,-95.9,18.4,1.0,138.0,1
D001732,,1177.0,1.02,29.0,0.52,-64.8,-49.9,23.7,44.0,-95.5,12.2,0.0,129.0,1
D001733,5.9,1221.0,1.25,31.0,0.68,-62.0,-52.9,24.2,57.0,-97.9,19.7,0.0,102.0,0
D001734,5.0,1215.0,1.08,27.0,0.45,-65.7,-48.9,23.1,41.0,-94.3,10.6,0.0,120.0,1
D001735,4.2,1287.0,1.04,31.0,0.7,-63.6,-53.3,21.3,50.0,-95.7,13.5,1.0,103.0,0
D001736,3.4,1355.0,1.5,20.0,,-66.4,-52.2,23.0,39.0,-90.1,20.9,0.0,122.0,0
D001737,5.1,1207.0,0.97,29.5,0.45,-65.0,-50.7,25.8,45.0,-95.2,13.1,1.0,129.0,1
D001738,5.1,1119.0,1.02,28.5,0.44,-65.7,-48.1,23.7,48.0,-94.8,12.8,1.0,126.0,1
D001739,4.8,1230.0,1.12,29.0,0.49,-66.9,-48.5,23.5,46.0,-96.3,8.0,0.0,118.0,1
D001740,6.5,1381.0,1.6,30.5,0.51,-60.4,-45.1,25.2,48.0,-92.0,23.3,1.0,105.0,0
D001741,3.7,1286.0,0.97,31.0,0.67,-69.0,-49.5,27.8,58.0,-95.1,11.5,1.0,103.0,0
D001742,6.1,1013.0,0.89,39.0,0.44,-64.9,-48.6,28.3,35.0,-96.4,,1.0,116.0,1
D001743,5.2,1169.0,1.17,29.5,0.47,-66.5,-47.8,24.4,40.0,-96.0,10.4,0.0,125.0,1
D001744,4.7,1144.0,1.21,29.0,0.51,-67.1,-50.9,23.7,44.0,-95.5,10.4,0.0,130.0,1
D001745,7.0,1212.0,0.83,35.0,0.54,-62.5,-49.6,28.1,41.0,-91.4,8.6,0.0,147.0,1
D001746,3.2,1298.0,1.12,27.0,0.48,-65.4,-45.1,27.4,42.0,-100.0,15.8,0.0,115.0,0
D001747,5.2,1145.0,1.1,28.0,0.5,-64.4,-50.8,23.9,38.0,-94.0,6.8,1.0,124.0,1
D001748,5.3,1215.0,1.11,27.5,0.5,-66.3,-48.5,25.4,43.0,-93.6,7.6,0.0,125.0,1
D001749,5.9,1230.0,1.57,37.5,0.54,-63.4,-54.0,23.1,35.0,-95.9,8.7,1.0,124.0,1
D001750,5.4,1169.0,1.11,29.0,0.49,-64.6,-51.0,24.9,44.0,-96.3,11.8,1.0,129.0,1
D001751,4.4,1170.0,1.12,30.0,0.46,-67.5,-49.1,23.0,39.0,-94.4,7.8,1.0,133.0,1
D001752,6.7,1265.0,1.2,28.0,0.42,-64.5,-52.2,22.9,43.0,-99.1,7.6,1.0,104.0,0
D001753,3.1,1179.0,1.47,30.5,0.68,-67.1,-52.6,25.7,35.0,,,0.0,140.0,0
D001754,3.6,1122.0,1.35,34.5,0.54,-67.7,-45.9,26.9,54.0,-90.8,0.8,0.0,132.0,1
D001755,4.4,1189.0,1.11,29.5,0.49,-65.1,-48.6,22.0,48.0,-96.0,13.4,0.0,128.0,1
D001756,3.0,1398.0,1.18,22.0,0.68,-67.7,-53.2,29.0,47.0,,6.1,0.0,103.0,0
D001757,5.1,1193.0,1.08,27.5,0.45,-65.1,-49.0,21.8,47.0,-95.0,8.5,1.0,125.0,1
D001758,5.3,1266.0,1.22,30.5,0.65,-62.9,-45.5,23.4,40.0,-93.6,15.8,1.0,121.0,0
D001759,4.2,1160.0,1.24,29.0,0.67,-61.2,-45.7,24.8,32.0,-94.6,14.3,0.0,124.0,0
D001760,4.5,1152.0,1.16,29.0,0.55,-65.7,-50.5,23.6,45.0,-95.1,7.8,1.0,129.0,1
D001761,4.8,1173.0,1.06,27.0,0.49,-65.1,-52.1,25.5,40.0,-96.0,12.7,1.0,136.0,1
D001762,6.5,1144.0,1.45,32.5,0.43,-67.9,-51.8,20.1,50.0,-92.4,5.3,0.0,127.0,1
D001763,3.0,1335.0,1.55,36.5,0.6,-68.3,-49.5,23.4,56.0,-96.5,2.6,1.0,128.0,1
D001764,6.6,1073.0,1.12,35.5,0.39,-61.2,-51.1,23.7,56.0,-95.7,8.4,0.0,125.0,1
D001765,4.3,1192.0,1.08,30.0,0.45,-65.8,-49.5,24.9,40.0,-94.2,6.5,1.0,126.0,1
D001766,5.7,1327.0,1.19,35.5,0.44,-69.5,-50.8,25.0,45.0,-95.8,13.7,0.0,140.0,1
D001767,5.1,1201.0,1.13,29.5,0.47,-65.6,-49.0,23.8,40.0,-97.3,5.9,1.0,127.0,1
D001768,4.7,1193.0,1.09,29.0,0.43,-64.2,-50.7,23.3,47.0,-94.9,8.3,1.0,124.0,1
D001769,4.1,1186.0,1.33,24.0,,-68.8,-50.7,30.0,34.0,-96.8,0.8,0.0,101.0,0
D001770,5.7,1219.0,1.44,31.0,0.53,-61.1,-45.5,24.1,39.0,-91.3,8.1,1.0,150.0,0
D001771,4.3,1335.0,0.8,31.0,0.67,-62.9,-47.2,22.4,38.0,-91.0,12.6,1.0,101.0,0
D001772,4.7,1193.0,0.97,28.0,0.52,-64.0,-49.5,25.2,48.0,-97.2,8.3,0.0,133.0,1
D001773,5.2,1170.0,1.06,27.5,0.54,-64.8,-51.3,22.3,43.0,-95.8,,0.0,135.0,1
D001774,4.4,1132.0,1.18,28.0,0.47,-64.9,-50.5,23.4,48.0,-96.2,9.4,0.0,132.0,1
D001775,5.1,1145.0,0.93,39.5,0.47,-60.7,-47.2,26.5,55.0,-91.6,7.4,0.0,109.0,1
D001776,5.2,1160.0,1.04,26.5,0.47,-65.0,-48.0,22.1,47.0,-95.3,6.1,0.0,125.0,1
D001777,4.3,1151.0,1.1,33.0,0.52,-62.4,-52.2,25.6,43.0,-95.1,9.2,1.0,125.0,0
D001778,6.1,1227.0,1.12,23.0,0.64,-62.3,-53.4,24.4,59.0,-93.8,23.8,1.0,116.0,0
D001779,4.5,1175.0,0.97,29.0,0.44,-64.2,-48.5,23.4,46.0,-94.5,10.2,0.0,121.0,1
D001780,4.6,1150.0,1.03,28.0,0.48,-64.9,-48.7,25.1,46.0,-95.7,12.4,1.0,123.0,0
D001781,5.8,1396.0,0.91,34.5,0.42,-65.8,-49.7,21.5,48.0,-91.0,18.1,0.0,112.0,0
D001782,5.6,1118.0,1.23,25.5,0.53,-64.9,-49.6,24.8,43.0,-95.0,7.4,0.0,128.0,0
D001783,4.3,1178.0,1.18,29.5,0.48,-64.9,-49.1,24.2,46.0,-94.0,8.1,0.0,132.0,1
D001784,4.2,1219.0,0.98,26.0,0.51,-65.2,-50.5,23.0,45.0,-96.5,8.0,1.0,122.0,1
D001785,3.6,1311.0,0.98,30.0,0.46,-65.3,-54.0,28.3,31.0,-90.5,8.1,1.0,132.0,1
D001786,5.5,1199.0,1.2,30.0,0.58,-63.7,-46.7,29.3,55.0,-91.7,11.4,1.0,102.0,0
D001787,4.8,1215.0,1.52,36.5,0.34,-64.1,-46.8,24.5,40.0,-98.0,18.6,0.0,141.0,0
D001788,5.3,1171.0,0.94,30.0,0.48,-66.5,-49.1,23.0,45.0,-94.4,10.9,1.0,133.0,1
D001789,5.9,1016.0,1.46,31.0,0.62,-68.6,-45.0,27.1,45.0,-99.2,12.2,1.0,116.0,0
D001790,4.3,1072.0,0.85,23.0,0.42,-66.6,-52.7,29.0,37.0,-91.3,1.0,1.0,108.0,0
D001791,6.4,1111.0,1.28,36.0,0.37,-63.1,-49.6,24.7,43.0,-98.6,9.4,0.0,116.0,1
D001792,6.7,1101.0,1.32,37.5,0.57,-62.8,-54.7,26.4,45.0,-94.2,2.4,1.0,137.0,1
D001793,3.3,1304.0,1.15,23.5,,-63.7,-48.3,22.7,60.0,-99.5,8.5,,149.0,0
D001794,4.8,1218.0,1.16,27.0,0.45,-65.3,-51.0,22.7,,-95.7,5.1,1.0,133.0,1
D001795,4.6,1148.0,1.05,31.0,0.56,-66.3,-49.9,24.7,41.0,-93.7,7.4,0.0,123.0,1
D001796,5.0,1256.0,1.07,31.0,0.53,-67.3,-51.4,23.7,44.0,-95.1,9.8,1.0,128.0,1
D001797,5.0,1133.0,1.24,29.5,0.43,-67.0,-49.6,23.2,48.0,-95.2,8.1,0.0,,1
D001798,4.4,1177.0,1.16,31.0,0.46,-65.5,-48.7,23.0,46.0,-95.7,6.1,1.0,130.0,0
D001799,5.3,1120.0,1.03,27.0,0.57,-64.8,-49.9,25.4,50.0,-93.0,9.8,0.0,125.0,1
D001800,5.7,1261.0,1.02,23.0,0.31,-67.9,-52.8,20.6,59.0,-92.9,7.7,1.0,105.0,0
D001801,4.5,1188.0,1.19,26.0,0.52,-67.7,-49.0,24.5,38.0,-97.0,11.7,0.0,129.0,1
D001802,4.9,1192.0,1.15,29.5,0.41,-67.0,-49.7,23.9,45.0,-96.6,12.0,0.0,127.0,1
D001803,4.5,1168.0,1.05,28.5,0.5,-66.3,-50.5,24.8,46.0,-95.8,,1.0,121.0,1
D001804,5.4,1193.0,,31.0,0.49,-65.5,-50.1,23.8,45.0,-95.3,11.9,0.0,130.0,1
D001805,4.6,1154.0,1.24,25.5,0.5,-66.2,-50.8,24.6,48.0,-96.2,11.1,0.0,132.0,0
D001806,5.8,1280.0,1.34,38.0,0.51,-68.1,-53.4,29.1,46.0,,6.9,1.0,131.0,1
D001807,4.5,1180.0,1.18,32.0,0.51,-65.4,-50.3,26.1,48.0,-96.5,11.4,0.0,125.0,1
D001808,4.5,1236.0,1.05,27.0,0.5,-64.3,-50.0,25.0,41.0,-95.5,11.5,0.0,136.0,1
D001809,6.2,1365.0,1.34,26.5,0.56,-65.0,-49.9,25.2,53.0,-95.1,23.0,1.0,123.0,0
D001810,4.6,1150.0,1.07,29.0,0.42,-66.2,-50.2,23.1,43.0,-96.0,6.4,0.0,120.0,1
D001811,4.7,1179.0,1.11,30.5,0.47,-67.4,-50.2,26.2,47.0,-94.3,8.2,1.0,136.0,1
D001812,4.6,1175.0,1.21,30.5,0.51,-63.6,-48.8,25.4,40.0,-96.2,13.5,0.0,123.0,1
D001813,4.1,1242.0,1.08,33.0,0.42,-66.1,-52.1,24.1,45.0,-95.4,10.5,1.0,132.0,1
D001814,5.5,1202.0,1.05,27.5,0.48,-64.0,-48.0,22.7,44.0,-95.2,9.2,1.0,,1
D001815,5.3,1101.0,1.57,32.0,0.31,-64.1,-49.9,20.6,39.0,-98.2,11.8,0.0,110.0,0
D001816,5.6,1180.0,1.18,29.5,0.47,-63.9,-50.1,22.0,41.0,-96.0,10.3,0.0,128.0,1
D001817,4.9,1160.0,1.09,28.5,0.53,-63.8,-50.9,25.6,47.0,-94.8,7.2,1.0,127.0,1
D001818,4.4,1198.0,1.01,28.0,0.45,-64.7,-49.2,25.0,42.0,-95.8,5.9,1.0,127.0,1
D001819,4.6,1382.0,1.12,22.0,0.69,-67.7,-46.2,26.5,41.0,-90.4,9.2,0.0,143.0,0
D001820,5.3,1142.0,1.26,26.5,0.48,-66.4,-48.2,23.1,58.0,-98.2,10.1,0.0,101.0,1
D001821,5.7,1244.0,1.22,36.5,0.67,-66.7,-49.6,21.5,56.0,-99.9,17.2,1.0,135.0,1
D001822,4.3,1273.0,1.24,27.0,0.5,-65.6,-47.4,21.8,46.0,-96.1,9.9,1.0,116.0,0
D001823,4.9,1232.0,1.34,29.0,0.47,-64.7,-49.0,23.0,41.0,-96.3,7.3,0.0,130.0,1
D001824,,1220.0,1.05,30.5,0.46,-65.9,-50.1,25.2,40.0,-95.0,5.9,1.0,127.0,1
D001825,,1284.0,1.01,34.5,0.31,-64.4,-51.9,28.3,44.0,-95.6,8.5,1.0,138.0,0
D001826,4.2,1194.0,1.11,29.5,0.45,-67.0,-50.8,22.6,42.0,-95.6,,1.0,126.0,0
D001827,3.8,1165.0,1.18,24.0,0.38,-66.3,,24.4,47.0,-96.5,9.2,0.0,125.0,1
D001828,6.3,1007.0,1.31,36.0,0.64,-68.0,-48.2,28.0,44.0,-96.7,0.2,1.0,125.0,1
D001829,5.4,1188.0,1.24,,0.37,-65.7,-48.7,25.3,37.0,-95.6,9.9,1.0,129.0,1
D001830,5.0,1178.0,1.08,26.5,0.46,-64.1,-49.3,22.2,49.0,-95.9,9.2,1.0,130.0,1
